,Number,Label,Brand,Title,price,Review_Number,href,date
163,164,Sponsored,,25 in. Black Farmhouse Ceiling Fan Caged Ceiling Fan Indoor with Lights and Remote Wood Grain Industrial Ceiling Fan,$169.12,7,https://www.homedepot.com/p/25-in-Black-Farmhouse-Ceiling-Fan-Caged-Ceiling-Fan-Indoor-with-Lights-and-Remote-Wood-Grain-Industrial-Ceiling-Fan-HD-123-001/327379280,2024-07-11
164,165,Exclusive,Hampton Bay,Marlston 36 in. Indoor/Outdoor Matte Black with Black Blades Ceiling Fan with Adjustable White LED with Remote Included,$155.00,108,https://www.homedepot.com/p/Hampton-Bay-Marlston-36-in-Indoor-Outdoor-Matte-Black-with-Black-Blades-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-N375A-MBK/322921006,2024-07-11
165,166,Exclusive,Hampton Bay,Pavilion 56 in. Indoor Brushed Gold Ceiling Fan with Adjustable White Integrated LED with Remote Included,$109.00,7,https://www.homedepot.com/p/Hampton-Bay-Pavilion-56-in-Indoor-Brushed-Gold-Ceiling-Fan-with-Adjustable-White-Integrated-LED-with-Remote-Included-AK438-CB/322921132,2024-07-11
166,167,,Sofucor,52 in. LED Indoor/Outdoor Dimmable Matte Black Solid Wood Blade Ceiling Fan with 6-Speed Remote,$163.67,12,https://www.homedepot.com/p/Sofucor-52-in-LED-Indoor-Outdoor-Dimmable-Matte-Black-Solid-Wood-Blade-Ceiling-Fan-with-6-Speed-Remote-ZSKBKN220208002/320199546,2024-07-11
167,168,,Hunter,Dempsey 44 in. Low Profile LED Indoor Brushed Nickel Ceiling Fan with Light Kit and Universal Remote,,161,https://www.homedepot.com/p/Hunter-Dempsey-44-in-Low-Profile-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-and-Universal-Remote-50282/303233355,2024-07-11
168,169,Exclusive,Home Decorators Collection,Windward 44 in. LED Brushed Nickel Ceiling Fan with Light Kit,$129.00,1263,https://www.homedepot.com/p/Home-Decorators-Collection-Windward-44-in-LED-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-51565/301161770,2024-07-11
169,170,Exclusive,Home Decorators Collection,Sedgewood 60 in. White Color Changing Integrated LED Matte Black Ceiling Fan with Light Kit and Remote Control,$149.00,74,https://www.homedepot.com/p/Home-Decorators-Collection-Sedgewood-60-in-White-Color-Changing-Integrated-LED-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-59960/310424741,2024-07-11
170,171,,,"Farmhouse 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Remote Control, DC Motor and 3 Solid Wood Blades",$197.12,6,https://www.homedepot.com/p/Farmhouse-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Remote-Control-DC-Motor-and-3-Solid-Wood-Blades-52DC1110BKM/327401926,2024-07-11
171,172,,Big Ass Fans,"Haiku L - Smart Indoor Ceiling Fan, 52"" Diameter, Cocoa/Black, Integrated LED (2700K), Universal Mount with 5"" Downrod",$640.00,152,https://www.homedepot.com/p/Big-Ass-Fans-Haiku-L-Smart-Indoor-Ceiling-Fan-52-Diameter-Cocoa-Black-Integrated-LED-2700K-Universal-Mount-with-5-Downrod-FR127C-U1H00-3L02-09258-532P610/305816162,2024-07-11
172,173,Exclusive,Hunter,Oakhurst 52 in. LED Indoor Low Profile Brushed Nickel Ceiling Fan with Light Kit,$114.00,2512,https://www.homedepot.com/p/Hunter-Oakhurst-52-in-LED-Indoor-Low-Profile-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-52125/300593307,2024-07-11
173,174,Sponsored,Honeywell,Lynton 52 in. Indoor/Outdoor Color Changing LED Matte Black Ceiling Fan with Remote Control & High-Performance Blades,$229.99,30,https://www.homedepot.com/p/Honeywell-Lynton-52-in-Indoor-Outdoor-Color-Changing-LED-Matte-Black-Ceiling-Fan-with-Remote-Control-High-Performance-Blades-51854-07/329464574,2024-07-11
174,175,Exclusive,Home Decorators Collection,Marlon 52 in. Integrated LED Indoor Natural Iron Ceiling Fan with Brazilian Walnut Blades and Remote Control,$239.00,170,https://www.homedepot.com/p/Home-Decorators-Collection-Marlon-52-in-Integrated-LED-Indoor-Natural-Iron-Ceiling-Fan-with-Brazilian-Walnut-Blades-and-Remote-Control-YG825A-NI/322983866,2024-07-11
175,176,,KICHLER,Volos 48 in. Indoor Matte White Low Profile Ceiling Fan with Integrated LED with Wall Control Included,$251.96,97,https://www.homedepot.com/p/KICHLER-Volos-48-in-Indoor-Matte-White-Low-Profile-Ceiling-Fan-with-Integrated-LED-with-Wall-Control-Included-300032MWH/313725557,2024-07-11
176,177,Sponsored,JONATHAN Y,Kristie 52 in. 3-Light Chrome Crystal/Metal Modern Glam Drum LED Indoor Ceiling Fan With Remote,$148.91,5,https://www.homedepot.com/p/JONATHAN-Y-Kristie-52-in-3-Light-Chrome-Crystal-Metal-Modern-Glam-Drum-LED-Indoor-Ceiling-Fan-With-Remote-JYL9709A/318691909,2024-07-11
177,178,Sponsored,MODERN HABITAT,WhisperBloom 52 in. Indoor Satin Brass Ceiling Fan with LED Light Bulbs and Remote Control,$149.00,36,https://www.homedepot.com/p/MODERN-HABITAT-WhisperBloom-52-in-Indoor-Satin-Brass-Ceiling-Fan-with-LED-Light-Bulbs-and-Remote-Control-CFL-1891-5252BA/328410409,2024-07-11
178,179,Exclusive,Hampton Bay,Nassau 52 in. Indoor/Outdoor LED Gilded Iron Wet Rated Ceiling Fan with Light Kit and 5 Weather Resistant Blades,$169.00,842,https://www.homedepot.com/p/Hampton-Bay-Nassau-52-in-Indoor-Outdoor-LED-Gilded-Iron-Wet-Rated-Ceiling-Fan-with-Light-Kit-and-5-Weather-Resistant-Blades-58020/302011534,2024-07-11
179,180,,,20 in. LED Indoor Black Low Profile Ceiling Fan with Dimmable Lighting Small Flush Mount Ceiling Fan with Remote,$156.99,23,https://www.homedepot.com/p/20-in-LED-Indoor-Black-Low-Profile-Ceiling-Fan-with-Dimmable-Lighting-Small-Flush-Mount-Ceiling-Fan-with-Remote-HD-IL-01/326092784,2024-07-11
180,181,Sponsored,Sofucor,52 in. Changing Integrated LED Indoor/Outdoor Black Ceiling Fan with Light Kit and Remote Control,$182.64,3,https://www.homedepot.com/p/Sofucor-52-in-Changing-Integrated-LED-Indoor-Outdoor-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-KYL52144BKHTM/323430627,2024-07-11
181,182,,Hunter,Anslee 46 in. Indoor Low Profile Matte Silver Ceiling Fan with Light,$99.99,292,https://www.homedepot.com/p/Hunter-Anslee-46-in-Indoor-Low-Profile-Matte-Silver-Ceiling-Fan-with-Light-59270/300505199,2024-07-11
182,183,,Hampton Bay,Montabel 22 in. Indoor Matte Black and Natural Ceiling Fan with Remote Control,$99.00,10,https://www.homedepot.com/p/Hampton-Bay-Montabel-22-in-Indoor-Matte-Black-and-Natural-Ceiling-Fan-with-Remote-Control-44855-017/324794306,2024-07-11
183,184,Exclusive,Hampton Bay,Ceva 54 in. Indoor/Outdoor Matte Black with Matte Black Blades Ceiling Fan with Adjustable White with Remote Included,$179.00,32,https://www.homedepot.com/p/Hampton-Bay-Ceva-54-in-Indoor-Outdoor-Matte-Black-with-Matte-Black-Blades-Ceiling-Fan-with-Adjustable-White-with-Remote-Included-AK363HB-MBK/322920436,2024-07-11
184,185,Sponsored,Hunter,Aeropress 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Remote Included,$199.00,4,https://www.homedepot.com/p/Hunter-Aeropress-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Remote-Included-51999/326944893,2024-07-11
185,186,Exclusive,Home Decorators Collection,"Copley 52 in. Indoor/Outdoor LED Oil Rubbed Bronze Ceiling Fan with Light Kit, Downrod, Remote and Reversible Blades",$159.00,227,https://www.homedepot.com/p/Home-Decorators-Collection-Copley-52-in-Indoor-Outdoor-LED-Oil-Rubbed-Bronze-Ceiling-Fan-with-Light-Kit-Downrod-Remote-and-Reversible-Blades-51504/206648583,2024-07-11
186,187,,Sofucor,52 in. Integrated LED Indoor/Outdoor Black Ceiling Fan with Light Kit and Remote Control,$215.99,35,https://www.homedepot.com/p/Sofucor-52-in-Integrated-LED-Indoor-Outdoor-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-KBS0852K012BK/322715131,2024-07-11
187,188,Exclusive,Home Decorators Collection,Alisio 44 in. LED White Ceiling Fan with Light and Remote Control,$116.38,180,https://www.homedepot.com/p/Home-Decorators-Collection-Alisio-44-in-LED-White-Ceiling-Fan-with-Light-and-Remote-Control-YG768A-WH/308642365,2024-07-11
188,189,Top Rated,Hampton Bay,Holly Springs 52 in. LED Indoor Brushed Nickel Ceiling Fan with Light Kit,$84.00,959,https://www.homedepot.com/p/Hampton-Bay-Holly-Springs-52-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-57269/300654438,2024-07-11
189,190,,Hunter,Anisten 44 in. Indoor Matte Black Ceiling Fan with Light Kit Included,$109.99,24,https://www.homedepot.com/p/Hunter-Anisten-44-in-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-Included-52486/325208102,2024-07-11
190,191,,Hunter,Aker 36 in. LED Indoor Fresh White Ceiling Fan with Light,,959,https://www.homedepot.com/p/Hunter-Aker-36-in-LED-Indoor-Fresh-White-Ceiling-Fan-with-Light-59301/301928144,2024-07-11
191,192,,Parrot Uncle,48 in. Wooden 5-Blade Flush Mount Matte Black Ceiling Fan with Remote Control and Light Kit,$115.43,56,https://www.homedepot.com/p/Parrot-Uncle-48-in-Wooden-5-Blade-Flush-Mount-Matte-Black-Ceiling-Fan-with-Remote-Control-and-Light-Kit-F6233110V/313776511,2024-07-11
192,193,Sponsored,MODERN HABITAT,AuraVista 52 in. Indoor Black Modern Medium Red Oak Ceiling Fan with LED Light Bulbs and Remote Control,$145.00,43,https://www.homedepot.com/p/MODERN-HABITAT-AuraVista-52-in-Indoor-Black-Modern-Medium-Red-Oak-Ceiling-Fan-with-LED-Light-Bulbs-and-Remote-Control-CFL-1891-5252RB/328430818,2024-07-11
193,194,Exclusive,Hampton Bay,"Campbell 52 in. Indoor LED Mediterranean Bronze Ceiling Fan with Light Kit, Downrod, Reversible Blades and Remote",$115.00,1176,https://www.homedepot.com/p/Hampton-Bay-Campbell-52-in-Indoor-LED-Mediterranean-Bronze-Ceiling-Fan-with-Light-Kit-Downrod-Reversible-Blades-and-Remote-41350/302082747,2024-07-11
194,195,Top Rated,Home Decorators Collection,Merwry 56 in. Integrated LED Indoor/Outdoor Matte Black Ceiling Fan with Light Kit and Remote Control,$159.00,4781,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-56-in-Integrated-LED-Indoor-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422-56in-MBK/306133673,2024-07-11
195,196,,Hunter,Bardot 52 in. Indoor Matte Black Ceiling Fan with Light Kit Included,$129.99,10,https://www.homedepot.com/p/Hunter-Bardot-52-in-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-Included-52491/325197711,2024-07-11
196,197,,Hunter,Tarrant 52 in. Outdoor Fresh White Ceiling Fan with Light Kit and Remote,$179.10,34,https://www.homedepot.com/p/Hunter-Tarrant-52-in-Outdoor-Fresh-White-Ceiling-Fan-with-Light-Kit-and-Remote-51532/317377371,2024-07-11
197,198,,Hunter,Belvedere 52 in. Indoor/Outdoor Matte Black Ceiling Fan with Light Kit Included,$149.00,21,https://www.homedepot.com/p/Hunter-Belvedere-52-in-Indoor-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-Included-52241/323008038,2024-07-11
198,199,,Breezary,Ableton Hugger 52 in. Black Indoor Ceiling Fan with Remote Control and Light Kit Included,$129.00,22,https://www.homedepot.com/p/Breezary-Ableton-Hugger-52-in-Black-Indoor-Ceiling-Fan-with-Remote-Control-and-Light-Kit-Included-24002-ORB/321802437,2024-07-11
199,200,,,22 in. LED Indoor White Crystal Ceiling Fan with Modern Light White Flush Mount Fan for Bedroom,$183.33,20,https://www.homedepot.com/p/22-in-LED-Indoor-White-Crystal-Ceiling-Fan-with-Modern-Light-White-Flush-Mount-Fan-for-Bedroom-CA00001103/325756631,2024-07-11
200,201,,Hunter,Antero 52 in. Hunter Express Indoor Fresh White Ceiling Fan with Light Kit Included,$149.00,199,https://www.homedepot.com/p/Hunter-Antero-52-in-Hunter-Express-Indoor-Fresh-White-Ceiling-Fan-with-Light-Kit-Included-52129/323008032,2024-07-11
201,202,,Big Ass Fans,"Haiku L - Smart Indoor Ceiling Fan, 44"" Diameter, White, Integrated LED (2700K), Universal Mount with 5"" Downrod",$560.00,49,https://www.homedepot.com/p/Big-Ass-Fans-Haiku-L-Smart-Indoor-Ceiling-Fan-44-Diameter-White-Integrated-LED-2700K-Universal-Mount-with-5-Downrod-FR112C-U1H00-3L02-09259-259P610/324648162,2024-07-11
202,203,,Hunter,Triflow 52 in. LED Indoor/Outdoor Matte Black Ceiling Fan with Light Kit and Remote Included,$179.99,11,https://www.homedepot.com/p/Hunter-Triflow-52-in-LED-Indoor-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Included-52749/327654658,2024-07-11
203,204,Exclusive,Hunter,Oakhurst II 52 in. Low Profile LED Indoor Fresh White Ceiling Fan with Light Kit,$119.00,343,https://www.homedepot.com/p/Hunter-Oakhurst-II-52-in-Low-Profile-LED-Indoor-Fresh-White-Ceiling-Fan-with-Light-Kit-52302/308027653,2024-07-11
204,205,,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-B5-1/322766786,2024-07-11
205,206,,Hunter,Builder Low Profile 42 in. Indoor Snow White Ceiling Fan,,324,https://www.homedepot.com/p/Hunter-Builder-Low-Profile-42-in-Indoor-Snow-White-Ceiling-Fan-51090/207119809,2024-07-11
206,207,Exclusive,Hampton Bay,Norwood 52 in. Indoor/Outdoor LED Matte Black Damp Rated Downrod Ceiling Fan with Light Kit and 5 Reversible Blades,$139.00,79,https://www.homedepot.com/p/Hampton-Bay-Norwood-52-in-Indoor-Outdoor-LED-Matte-Black-Damp-Rated-Downrod-Ceiling-Fan-with-Light-Kit-and-5-Reversible-Blades-52129/314459948,2024-07-11
207,208,,Home Decorators Collection,Carley 52 in. Integrated LED Indoor White Smart Ceiling Fan with Remote Control and CCT Powered by Hubspace,$169.00,45,https://www.homedepot.com/p/Home-Decorators-Collection-Carley-52-in-Integrated-LED-Indoor-White-Smart-Ceiling-Fan-with-Remote-Control-and-CCT-Powered-by-Hubspace-CF2003-W/323177373,2024-07-11
208,209,,CARRO,"Striver 52 in. Indoor Gold Smart Ceiling Fan with Dimmable LED Light and Remote, Works with Alexa and Google Home",$179.99,128,https://www.homedepot.com/p/CARRO-Striver-52-in-Indoor-Gold-Smart-Ceiling-Fan-with-Dimmable-LED-Light-and-Remote-Works-with-Alexa-and-Google-Home-S523P-L12-G2-1-FM/315557745,2024-07-11
209,210,Exclusive,Hampton Bay,Montgomery II 44 in. Indoor Oil Rubbed Bronze Ceiling Fan with Light Kit,$69.97,87,https://www.homedepot.com/p/Hampton-Bay-Montgomery-II-44-in-Indoor-Oil-Rubbed-Bronze-Ceiling-Fan-with-Light-Kit-RDB9144-ORB/314459853,2024-07-11
210,211,,,20 in. LED Indoor White Bladeless App Control Low Profile Ceiling Fan with Light Semi Flush Mount Bedroom Lighting,$125.78,22,https://www.homedepot.com/p/20-in-LED-Indoor-White-Bladeless-App-Control-Low-Profile-Ceiling-Fan-with-Light-Semi-Flush-Mount-Bedroom-Lighting-HD-FSD-GSW/325626713,2024-07-11
211,212,,Hunter,Avenue 52 in. Indoor Noble Bronze Ceiling Fan With Light Kit,$149.00,23,https://www.homedepot.com/p/Hunter-Avenue-52-in-Indoor-Noble-Bronze-Ceiling-Fan-With-Light-Kit-51540/318472008,2024-07-11
212,213,Exclusive,Home Decorators Collection,"Hexton 52 in. Indoor Integrated LED Brushed Gold Ceiling Fan with Light Kit, Remote Control and 6 Reversible Blades",$169.00,151,https://www.homedepot.com/p/Home-Decorators-Collection-Hexton-52-in-Indoor-Integrated-LED-Brushed-Gold-Ceiling-Fan-with-Light-Kit-Remote-Control-and-6-Reversible-Blades-56024/301160196,2024-07-11
213,214,,CARRO,"Granby 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$149.99,4,https://www.homedepot.com/p/CARRO-Granby-52-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525E2-L11-B2-1G/321677159,2024-07-11
214,215,,Hunter,Key Biscayne 54 in. Indoor/Outdoor Weathered Zinc Gray Ceiling Fan with Light Kit,$329.99,228,https://www.homedepot.com/p/Hunter-Key-Biscayne-54-in-Indoor-Outdoor-Weathered-Zinc-Gray-Ceiling-Fan-with-Light-Kit-59135/206279893,2024-07-11
215,216,,Hunter,Skysail 60 in. Outdoor Matte Black Ceiling Fan with Light Kit and Wall Control Included,$342.99,8,https://www.homedepot.com/p/Hunter-Skysail-60-in-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Wall-Control-Included-51875/325306875,2024-07-11
216,217,Sponsored,Designers Fountain,Cassini 52 in. Smart Indoor/Covered Outdoor Matte Black Modern Adjustable White and RGB Ceiling Fan Light with Remote,$199.00,36,https://www.homedepot.com/p/Designers-Fountain-Cassini-52-in-Smart-Indoor-Covered-Outdoor-Matte-Black-Modern-Adjustable-White-and-RGB-Ceiling-Fan-Light-with-Remote-FS-CSN52RGB-MB/328196694,2024-07-11
217,218,Sponsored,CARRO,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$159.00,14,https://www.homedepot.com/p/CARRO-Veter-56-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS563B3-L22-B5-1/318938264,2024-07-11
218,219,Exclusive,Hampton Bay,Palmaria 52 in. Indoor/Outdoor Matte White LED Ceiling Fan with Pull Chains and Light Kit Included,$150.00,25,https://www.homedepot.com/p/Hampton-Bay-Palmaria-52-in-Indoor-Outdoor-Matte-White-LED-Ceiling-Fan-with-Pull-Chains-and-Light-Kit-Included-92408/322701751,2024-07-11
219,220,Exclusive,Home Decorators Collection,Arleigh 44 in. Indoor/Outdoor Wet Rated White Low Profile Ceiling Fan with Integrated LED Included,$133.97,197,https://www.homedepot.com/p/Home-Decorators-Collection-Arleigh-44-in-Indoor-Outdoor-Wet-Rated-White-Low-Profile-Ceiling-Fan-with-Integrated-LED-Included-AM589H-WH/308642364,2024-07-11
220,221,Top Rated,,Triplicity 30 in. Indoor LED Matte Black Ceiling Fan with Light,$59.97,400,https://www.homedepot.com/p/Triplicity-30-in-Indoor-LED-Matte-Black-Ceiling-Fan-with-Light-DB30TMB-LP/321505988,2024-07-11
221,222,,CARRO,"Trendsetter 44 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$179.00,76,https://www.homedepot.com/p/CARRO-Trendsetter-44-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-HS443Q-L12-W1-1/321750727,2024-07-11
222,223,,,"19 in. Indoor Integrated LED Modern Farmhouse Ceiling Fan with Light, Flush Mount Light Black for Low Profile Room",$125.00,8,https://www.homedepot.com/p/19-in-Indoor-Integrated-LED-Modern-Farmhouse-Ceiling-Fan-with-Light-Flush-Mount-Light-Black-for-Low-Profile-Room-CA00088635/326197038,2024-07-11
223,224,Exclusive,,"Cassique 52 in. Integrated LED Indoor/Outdoor Matte White Selectable CCT Ceiling Fan with Light, Remote Control",$199.00,15,https://www.homedepot.com/p/Cassique-52-in-Integrated-LED-Indoor-Outdoor-Matte-White-Selectable-CCT-Ceiling-Fan-with-Light-Remote-Control-FR-CSQ52C5-MWBG/328205842,2024-07-11
224,225,Sponsored,TOZING,19.6 in. Indoor Black 4-Light Wood Modern Industrial Metal Flush Mount Cage Ceiling Fan with Light Fixture with Remote,$118.00,11,https://www.homedepot.com/p/TOZING-19-6-in-Indoor-Black-4-Light-Wood-Modern-Industrial-Metal-Flush-Mount-Cage-Ceiling-Fan-with-Light-Fixture-with-Remote-CFCF820HW4T/328434144,2024-07-11
225,226,,Hunter,Skyflow 52 in. Indoor/Outdoor Matte White Standard Ceiling Fan with Soft White Integrated LED and Remote Included,,5,https://www.homedepot.com/p/Hunter-Skyflow-52-in-Indoor-Outdoor-Matte-White-Standard-Ceiling-Fan-with-Soft-White-Integrated-LED-and-Remote-Included-52611/328904684,2024-07-11
226,227,,Hunter,Dempsey 52 in. LED Indoor/Outdoor Fresh White Ceiling Fan with Light Kit and Remote,$250.90,153,https://www.homedepot.com/p/Hunter-Dempsey-52-in-LED-Indoor-Outdoor-Fresh-White-Ceiling-Fan-with-Light-Kit-and-Remote-59252/300091803,2024-07-11
227,228,Exclusive,Hunter,Oakhurst 52 in. LED Indoor Low Profile Brushed Nickel Ceiling Fan with Light Kit,$114.00,2512,https://www.homedepot.com/p/Hunter-Oakhurst-52-in-LED-Indoor-Low-Profile-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-52125/300593307,2024-07-11
228,229,Sponsored,JONATHAN Y,Kristie 52 in. 3-Light Chrome Crystal/Metal Modern Glam Drum LED Indoor Ceiling Fan With Remote,$148.91,5,https://www.homedepot.com/p/JONATHAN-Y-Kristie-52-in-3-Light-Chrome-Crystal-Metal-Modern-Glam-Drum-LED-Indoor-Ceiling-Fan-With-Remote-JYL9709A/318691909,2024-07-11
229,230,,CARRO,"Voyager 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$189.00,29,https://www.homedepot.com/p/CARRO-Voyager-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525B-L22-B2-1-FM/320292970,2024-07-11
230,231,,Hampton Bay,Abbeywood 60 in. LED Brushed Nickel Ceiling Fan With Light Kit,$146.00,376,https://www.homedepot.com/p/Hampton-Bay-Abbeywood-60-in-LED-Brushed-Nickel-Ceiling-Fan-With-Light-Kit-YG882A-BN/312270311,2024-07-11
231,232,Sponsored,Honeywell,Lynton 52 in. Indoor/Outdoor Color Changing LED Matte Black Ceiling Fan with Remote Control & High-Performance Blades,$229.99,30,https://www.homedepot.com/p/Honeywell-Lynton-52-in-Indoor-Outdoor-Color-Changing-LED-Matte-Black-Ceiling-Fan-with-Remote-Control-High-Performance-Blades-51854-07/329464574,2024-07-11
232,233,Sponsored,Designers Fountain,Cassini 52 in. Smart Indoor/Covered Outdoor Matte Black Modern Adjustable White and RGB Ceiling Fan Light with Remote,$199.00,36,https://www.homedepot.com/p/Designers-Fountain-Cassini-52-in-Smart-Indoor-Covered-Outdoor-Matte-Black-Modern-Adjustable-White-and-RGB-Ceiling-Fan-Light-with-Remote-FS-CSN52RGB-MB/328196694,2024-07-11
233,234,Sponsored,JONATHAN Y,Joanna 52 in. Oil Rubbed Bronze 3-Light Bronze Crystal LED Ceiling Fan with Light and Remote,$167.47,40,https://www.homedepot.com/p/JONATHAN-Y-Joanna-52-in-Oil-Rubbed-Bronze-3-Light-Bronze-Crystal-LED-Ceiling-Fan-with-Light-and-Remote-JYL9702A/311305842,2024-07-11
234,235,Exclusive,Hunter,Antero 54 in. LED Indoor Matte Black Ceiling Fan with Light,$127.20,1210,https://www.homedepot.com/p/Hunter-Antero-54-in-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-59585/307853682,2024-07-11
235,236,Sponsored,MODERN HABITAT,WhisperBloom 52 in. Indoor Satin Brass Ceiling Fan with LED Light Bulbs and Remote Control,$149.00,36,https://www.homedepot.com/p/MODERN-HABITAT-WhisperBloom-52-in-Indoor-Satin-Brass-Ceiling-Fan-with-LED-Light-Bulbs-and-Remote-Control-CFL-1891-5252BA/328410409,2024-07-11
236,237,Exclusive,Hampton Bay,Tyra 52 in. Smart Indoor Brushed Nickel Ceiling Fan with Adjustable White LED with Remote Included Powered by Hubspace,$189.00,12,https://www.homedepot.com/p/Hampton-Bay-Tyra-52-in-Smart-Indoor-Brushed-Nickel-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-Powered-by-Hubspace-AK404-BN/322983250,2024-07-11
237,238,,River of Goods,Gracie Grand 52 in. Silver with Clear Crystal LED Ceiling Fan With Light,$199.95,209,https://www.homedepot.com/p/River-of-Goods-Gracie-Grand-52-in-Silver-with-Clear-Crystal-LED-Ceiling-Fan-With-Light-20076/312329826,2024-07-11
238,239,,Hunter,Beckworth 60 in. Indoor Brushed Nickel Ceiling Fan with Light Kit,$199.00,24,https://www.homedepot.com/p/Hunter-Beckworth-60-in-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-51763/320051782,2024-07-11
239,240,Sponsored,Hunter,Aeropress 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Remote Included,$199.00,4,https://www.homedepot.com/p/Hunter-Aeropress-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Remote-Included-51999/326944893,2024-07-11
240,241,,Progress Lighting,Ryne 52 in. Indoor/Outdoor Integrated LED Koa Woodgrain Contemporary Ceiling Fan with Remote for Living Room,$415.00,15,https://www.homedepot.com/p/Progress-Lighting-Ryne-52-in-Indoor-Outdoor-Integrated-LED-Koa-Woodgrain-Contemporary-Ceiling-Fan-with-Remote-for-Living-Room-P250060-179-30/315131116,2024-07-11
241,242,Exclusive,Home Decorators Collection,Pendersen 42 in. Integrated LED Indoor/Outdoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,$273.99,316,https://www.homedepot.com/p/Home-Decorators-Collection-Pendersen-42-in-Integrated-LED-Indoor-Outdoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-AM348-EB/301162046,2024-07-11
242,243,New,Bell + Howell,"10.1 in. LED Color Changing Indoor White Ceiling Fan with Remote, Socket Air",$29.97,23,https://www.homedepot.com/p/Bell-Howell-10-1-in-LED-Color-Changing-Indoor-White-Ceiling-Fan-with-Remote-Socket-Air-2308QPH/327982897,2024-07-11
243,244,Exclusive,Home Decorators Collection,Ryland 52 in. Smart Indoor/Outdoor Matte White Ceiling Fan with Adjustable White LED with Remote Powered by Hubspace,$159.00,36,https://www.homedepot.com/p/Home-Decorators-Collection-Ryland-52-in-Smart-Indoor-Outdoor-Matte-White-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Powered-by-Hubspace-AK433A-MWH/322984669,2024-07-11
244,245,,ANTOINE,17 in. Indoor Black Ceiling Fan Farmhouse Caged Ceiling Fan with Lights and Remote Enclosed Ceiling Fan,$164.99,38,https://www.homedepot.com/p/ANTOINE-17-in-Indoor-Black-Ceiling-Fan-Farmhouse-Caged-Ceiling-Fan-with-Lights-and-Remote-Enclosed-Ceiling-Fan-FS6643-4/318539622,2024-07-11
245,246,Exclusive,Home Decorators Collection,Ackerly 52 in. Indoor/Covered Outdoor LED Brushed Nickel Ceiling Fan with Light Kit and Remote Control,$159.00,775,https://www.homedepot.com/p/Home-Decorators-Collection-Ackerly-52-in-Indoor-Covered-Outdoor-LED-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-and-Remote-Control-56019/301160199,2024-07-11
